Dose,Bin,Time,Mean,Date,NumCells,Cell,Ligand,Bivalent
28.0,1,1.0,1825.8594,11/8/2019,927,Thelper,H16L N-term,0
28.0,2,1.0,2623.56,11/8/2019,2302,Thelper,H16L N-term,0
28.0,3,1.0,5786.812,11/8/2019,2800,Thelper,H16L N-term,0
9.333333,1,1.0,1316.169,11/8/2019,777,Thelper,H16L N-term,0
9.333333,2,1.0,1730.3589,11/8/2019,1911,Thelper,H16L N-term,0
9.333333,3,1.0,3236.2886,11/8/2019,2547,Thelper,H16L N-term,0
3.111,1,1.0,1732.6826,11/8/2019,948,Thelper,H16L N-term,0
3.111,2,1.0,2156.6123,11/8/2019,2274,Thelper,H16L N-term,0
3.111,3,1.0,3228.851,11/8/2019,3082,Thelper,H16L N-term,0
1.037037,1,1.0,1738.9121,11/8/2019,759,Thelper,H16L N-term,0
1.037037,2,1.0,2108.4458,11/8/2019,1782,Thelper,H16L N-term,0
1.037037,3,1.0,2801.4058,11/8/2019,2401,Thelper,H16L N-term,0
0.345679,1,1.0,1189.2935,11/8/2019,739,Thelper,H16L N-term,0
0.345679,2,1.0,1745.3301,11/8/2019,1753,Thelper,H16L N-term,0
0.345679,3,1.0,2790.3423,11/8/2019,2512,Thelper,H16L N-term,0
0.115226,1,1.0,1172.5273,11/8/2019,444,Thelper,H16L N-term,0
0.115226,2,1.0,2050.3599,11/8/2019,1016,Thelper,H16L N-term,0
0.115226,3,1.0,2915.1694,11/8/2019,1254,Thelper,H16L N-term,0
0.038409,1,1.0,1464.5576,11/8/2019,721,Thelper,H16L N-term,0
0.038409,2,1.0,1919.9927,11/8/2019,1742,Thelper,H16L N-term,0
0.038409,3,1.0,2890.9565,11/8/2019,2196,Thelper,H16L N-term,0
0.012803,1,1.0,1038.1221,11/8/2019,715,Thelper,H16L N-term,0
0.012803,2,1.0,1647.1602,11/8/2019,1629,Thelper,H16L N-term,0
0.012803,3,1.0,2626.0942,11/8/2019,2104,Thelper,H16L N-term,0
0.004268,1,1.0,0.0,11/8/2019,1047,Thelper,H16L N-term,0
0.004268,2,1.0,415.0669,11/8/2019,2793,Thelper,H16L N-term,0
0.004268,3,1.0,1431.9194,11/8/2019,3556,Thelper,H16L N-term,0
0.001423,1,1.0,255.78711,11/8/2019,837,Thelper,H16L N-term,0
0.001423,2,1.0,1086.8032,11/8/2019,2044,Thelper,H16L N-term,0
0.001423,3,1.0,2104.9204,11/8/2019,2481,Thelper,H16L N-term,0
0.000474,1,1.0,0.0,11/8/2019,1231,Thelper,H16L N-term,0
0.000474,2,1.0,320.30225,11/8/2019,2863,Thelper,H16L N-term,0
0.000474,3,1.0,680.1543,11/8/2019,3738,Thelper,H16L N-term,0
84.0,1,0.5,3465.7153,11/8/2019,870,Thelper,H16L N-term,0
84.0,2,0.5,4443.94,11/8/2019,2102,Thelper,H16L N-term,0
84.0,3,0.5,8503.627,11/8/2019,2841,Thelper,H16L N-term,0
28.0,1,0.5,3174.3198,11/8/2019,906,Thelper,H16L N-term,0
28.0,2,0.5,3941.7515,11/8/2019,2000,Thelper,H16L N-term,0
28.0,3,0.5,8154.888,11/8/2019,2378,Thelper,H16L N-term,0
9.333333,1,0.5,2872.7202,11/8/2019,930,Thelper,H16L N-term,0
9.333333,2,0.5,3387.729,11/8/2019,1967,Thelper,H16L N-term,0
9.333333,3,0.5,4201.7007,11/8/2019,2740,Thelper,H16L N-term,0
3.111,1,0.5,3126.9897,11/8/2019,914,Thelper,H16L N-term,0
3.111,2,0.5,3595.6128,11/8/2019,1966,Thelper,H16L N-term,0
3.111,3,0.5,4538.0376,11/8/2019,2611,Thelper,H16L N-term,0
1.037037,1,0.5,2701.391,11/8/2019,843,Thelper,H16L N-term,0
1.037037,2,0.5,3332.2446,11/8/2019,1903,Thelper,H16L N-term,0
1.037037,3,0.5,4433.9263,11/8/2019,2671,Thelper,H16L N-term,0
0.345679,1,0.5,3453.183,11/8/2019,692,Thelper,H16L N-term,0
0.345679,2,0.5,3896.434,11/8/2019,1453,Thelper,H16L N-term,0
0.345679,3,0.5,5008.3755,11/8/2019,2299,Thelper,H16L N-term,0
0.115226,1,0.5,3139.9155,11/8/2019,552,Thelper,H16L N-term,0
0.115226,2,0.5,3804.9624,11/8/2019,1282,Thelper,H16L N-term,0
0.115226,3,0.5,4855.851,11/8/2019,1764,Thelper,H16L N-term,0
0.038409,1,0.5,2264.1763,11/8/2019,1102,Thelper,H16L N-term,0
0.038409,2,0.5,2610.2563,11/8/2019,2338,Thelper,H16L N-term,0
0.038409,3,0.5,3402.936,11/8/2019,3296,Thelper,H16L N-term,0
0.012803,1,0.5,2193.5366,11/8/2019,1283,Thelper,H16L N-term,0
0.012803,2,0.5,2540.7944,11/8/2019,2450,Thelper,H16L N-term,0
0.012803,3,0.5,3201.2388,11/8/2019,3290,Thelper,H16L N-term,0
0.004268,1,0.5,0.0,11/8/2019,1523,Thelper,H16L N-term,0
0.004268,2,0.5,0.0,11/8/2019,2498,Thelper,H16L N-term,0
0.004268,3,0.5,0.0,11/8/2019,4629,Thelper,H16L N-term,0
0.001423,1,0.5,0.0,11/8/2019,1241,Thelper,H16L N-term,0
0.001423,2,0.5,0.0,11/8/2019,2173,Thelper,H16L N-term,0
0.001423,3,0.5,0.0,11/8/2019,4038,Thelper,H16L N-term,0
0.000474,1,0.5,0.0,11/8/2019,1298,Thelper,H16L N-term,0
0.000474,2,0.5,0.0,11/8/2019,2177,Thelper,H16L N-term,0
0.000474,3,0.5,0.0,11/8/2019,4242,Thelper,H16L N-term,0
84.0,1,4.0,18193.63,11/27/2019,127,Treg,WT C-term,0
84.0,2,4.0,23081.553,11/27/2019,154,Treg,WT C-term,0
84.0,3,4.0,31019.494,11/27/2019,69,Treg,WT C-term,0
28.0,1,4.0,16598.686,11/27/2019,211,Treg,WT C-term,0
28.0,2,4.0,23797.242,11/27/2019,225,Treg,WT C-term,0
28.0,3,4.0,27528.908,11/27/2019,119,Treg,WT C-term,0
9.333333,1,4.0,13397.715,11/27/2019,166,Treg,WT C-term,0
9.333333,2,4.0,21074.262,11/27/2019,191,Treg,WT C-term,0
9.333333,3,4.0,27725.951,11/27/2019,78,Treg,WT C-term,0
3.111,1,4.0,9666.811,11/27/2019,183,Treg,WT C-term,0
3.111,2,4.0,21076.81,11/27/2019,219,Treg,WT C-term,0
3.111,3,4.0,21732.713,11/27/2019,122,Treg,WT C-term,0
1.037037,1,4.0,9810.502,11/27/2019,167,Treg,WT C-term,0
1.037037,2,4.0,19263.518,11/27/2019,232,Treg,WT C-term,0
1.037037,3,4.0,21702.697,11/27/2019,124,Treg,WT C-term,0
0.345679,1,4.0,9021.297,11/27/2019,146,Treg,WT C-term,0
0.345679,2,4.0,16012.814,11/27/2019,192,Treg,WT C-term,0
0.345679,3,4.0,22460.36,11/27/2019,86,Treg,WT C-term,0
0.115226,1,4.0,6414.862,11/27/2019,189,Treg,WT C-term,0
0.115226,2,4.0,14865.506,11/27/2019,207,Treg,WT C-term,0
0.115226,3,4.0,19489.232,11/27/2019,88,Treg,WT C-term,0
0.038409,1,4.0,3728.0396,11/27/2019,149,Treg,WT C-term,0
0.038409,2,4.0,9391.166,11/27/2019,180,Treg,WT C-term,0
0.038409,3,4.0,16395.28,11/27/2019,84,Treg,WT C-term,0
0.012803,1,4.0,2469.2417,11/27/2019,146,Treg,WT C-term,0
0.012803,2,4.0,6229.817,11/27/2019,178,Treg,WT C-term,0
0.012803,3,4.0,13493.428,11/27/2019,82,Treg,WT C-term,0
0.004268,1,4.0,837.4873,11/27/2019,109,Treg,WT C-term,0
0.004268,2,4.0,3011.7026,11/27/2019,135,Treg,WT C-term,0
0.004268,3,4.0,6806.4585,11/27/2019,59,Treg,WT C-term,0
0.001423,1,4.0,1448.3428,11/27/2019,156,Treg,WT C-term,0
0.001423,2,4.0,637.29736,11/27/2019,144,Treg,WT C-term,0
0.001423,3,4.0,6275.0435,11/27/2019,90,Treg,WT C-term,0
0.000474,1,4.0,167.0918,11/27/2019,162,Treg,WT C-term,0
0.000474,2,4.0,0.0,11/27/2019,150,Treg,WT C-term,0
0.000474,3,4.0,1539.4297,11/27/2019,72,Treg,WT C-term,0
84.0,1,2.0,15721.277,11/27/2019,142,Treg,WT C-term,0
84.0,2,2.0,18200.518,11/27/2019,131,Treg,WT C-term,0
84.0,3,2.0,27713.838,11/27/2019,52,Treg,WT C-term,0
28.0,1,2.0,12332.381,11/27/2019,201,Treg,WT C-term,0
28.0,2,2.0,17205.26,11/27/2019,183,Treg,WT C-term,0
28.0,3,2.0,23186.4,11/27/2019,78,Treg,WT C-term,0
9.333333,1,2.0,9793.598,11/27/2019,149,Treg,WT C-term,0
9.333333,2,2.0,13766.684,11/27/2019,162,Treg,WT C-term,0
9.333333,3,2.0,24425.793,11/27/2019,89,Treg,WT C-term,0
3.111,1,2.0,7468.0054,11/27/2019,162,Treg,WT C-term,0
3.111,2,2.0,13670.016,11/27/2019,186,Treg,WT C-term,0
3.111,3,2.0,18738.557,11/27/2019,101,Treg,WT C-term,0
1.037037,1,2.0,5941.608,11/27/2019,150,Treg,WT C-term,0
1.037037,2,2.0,12605.129,11/27/2019,186,Treg,WT C-term,0
1.037037,3,2.0,17947.787,11/27/2019,99,Treg,WT C-term,0
0.345679,1,2.0,5540.401,11/27/2019,128,Treg,WT C-term,0
0.345679,2,2.0,10714.293,11/27/2019,178,Treg,WT C-term,0
0.345679,3,2.0,18237.352,11/27/2019,84,Treg,WT C-term,0
0.115226,1,2.0,1704.4614,11/27/2019,171,Treg,WT C-term,0
0.115226,2,2.0,5340.7163,11/27/2019,198,Treg,WT C-term,0
0.115226,3,2.0,11628.572,11/27/2019,88,Treg,WT C-term,0
0.038409,1,2.0,1055.9795,11/27/2019,149,Treg,WT C-term,0
0.038409,2,2.0,2479.4028,11/27/2019,176,Treg,WT C-term,0
0.038409,3,2.0,4676.015,11/27/2019,102,Treg,WT C-term,0
0.012803,1,2.0,924.16797,11/27/2019,150,Treg,WT C-term,0
0.012803,2,2.0,0.0,11/27/2019,155,Treg,WT C-term,0
0.012803,3,2.0,865.67334,11/27/2019,73,Treg,WT C-term,0
0.004268,1,2.0,245.33398,11/27/2019,151,Treg,WT C-term,0
0.004268,2,2.0,1044.7798,11/27/2019,154,Treg,WT C-term,0
0.004268,3,2.0,1389.5317,11/27/2019,87,Treg,WT C-term,0
0.001423,1,2.0,313.76465,11/27/2019,138,Treg,WT C-term,0
0.001423,2,2.0,0.0,11/27/2019,141,Treg,WT C-term,0
0.001423,3,2.0,0.0,11/27/2019,78,Treg,WT C-term,0
0.000474,1,2.0,295.63037,11/27/2019,171,Treg,WT C-term,0
0.000474,2,2.0,0.0,11/27/2019,195,Treg,WT C-term,0
0.000474,3,2.0,0.0,11/27/2019,77,Treg,WT C-term,0
84.0,1,1.0,15775.102,11/27/2019,117,Treg,WT C-term,0
84.0,2,1.0,23844.508,11/27/2019,157,Treg,WT C-term,0
84.0,3,1.0,31611.986,11/27/2019,77,Treg,WT C-term,0
28.0,1,1.0,11157.516,11/27/2019,136,Treg,WT C-term,0
28.0,2,1.0,15265.459,11/27/2019,134,Treg,WT C-term,0
28.0,3,1.0,20916.025,11/27/2019,92,Treg,WT C-term,0
9.333333,1,1.0,8070.6675,11/27/2019,150,Treg,WT C-term,0
9.333333,2,1.0,13761.969,11/27/2019,135,Treg,WT C-term,0
9.333333,3,1.0,18984.975,11/27/2019,61,Treg,WT C-term,0
3.111,1,1.0,8080.515,11/27/2019,153,Treg,WT C-term,0
3.111,2,1.0,11522.018,11/27/2019,148,Treg,WT C-term,0
3.111,3,1.0,15325.445,11/27/2019,76,Treg,WT C-term,0
1.037037,1,1.0,6705.5347,11/27/2019,169,Treg,WT C-term,0
1.037037,2,1.0,10349.494,11/27/2019,175,Treg,WT C-term,0
1.037037,3,1.0,13380.078,11/27/2019,98,Treg,WT C-term,0
0.345679,1,1.0,2163.2212,11/27/2019,106,Treg,WT C-term,0
0.345679,2,1.0,6828.765,11/27/2019,149,Treg,WT C-term,0
0.345679,3,1.0,10793.982,11/27/2019,80,Treg,WT C-term,0
0.115226,1,1.0,2240.2905,11/27/2019,159,Treg,WT C-term,0
0.115226,2,1.0,3496.4604,11/27/2019,180,Treg,WT C-term,0
0.115226,3,1.0,7764.353,11/27/2019,91,Treg,WT C-term,0
0.038409,1,1.0,1728.4497,11/27/2019,118,Treg,WT C-term,0
0.038409,2,1.0,0.0,11/27/2019,160,Treg,WT C-term,0
0.038409,3,1.0,1327.269,11/27/2019,105,Treg,WT C-term,0
0.012803,1,1.0,1313.9478,11/27/2019,194,Treg,WT C-term,0
0.012803,2,1.0,1182.8345,11/27/2019,181,Treg,WT C-term,0
0.012803,3,1.0,1530.7354,11/27/2019,105,Treg,WT C-term,0
0.004268,1,1.0,855.98047,11/27/2019,162,Treg,WT C-term,0
0.004268,2,1.0,37.816895,11/27/2019,178,Treg,WT C-term,0
0.004268,3,1.0,0.0,11/27/2019,103,Treg,WT C-term,0
0.001423,1,1.0,72.41406,11/27/2019,140,Treg,WT C-term,0
0.001423,2,1.0,0.0,11/27/2019,170,Treg,WT C-term,0
0.001423,3,1.0,0.0,11/27/2019,85,Treg,WT C-term,0
0.000474,1,1.0,1066.4824,11/27/2019,111,Treg,WT C-term,0
0.000474,2,1.0,0.0,11/27/2019,125,Treg,WT C-term,0
0.000474,3,1.0,0.0,11/27/2019,102,Treg,WT C-term,0
84.0,1,0.5,17969.195,11/27/2019,115,Treg,WT C-term,0
84.0,2,0.5,19582.453,11/27/2019,146,Treg,WT C-term,0
84.0,3,0.5,24653.611,11/27/2019,69,Treg,WT C-term,0
28.0,1,0.5,11545.258,11/27/2019,108,Treg,WT C-term,0
28.0,2,0.5,16889.709,11/27/2019,158,Treg,WT C-term,0
28.0,3,0.5,21648.373,11/27/2019,85,Treg,WT C-term,0
9.333333,1,0.5,6699.894,11/27/2019,104,Treg,WT C-term,0
9.333333,2,0.5,12579.902,11/27/2019,110,Treg,WT C-term,0
9.333333,3,0.5,18022.428,11/27/2019,53,Treg,WT C-term,0
3.111,1,0.5,6008.1333,11/27/2019,91,Treg,WT C-term,0
3.111,2,0.5,10531.881,11/27/2019,115,Treg,WT C-term,0
3.111,3,0.5,16762.27,11/27/2019,81,Treg,WT C-term,0
1.037037,1,0.5,4049.9106,11/27/2019,129,Treg,WT C-term,0
1.037037,2,0.5,10613.02,11/27/2019,119,Treg,WT C-term,0
1.037037,3,0.5,15588.338,11/27/2019,60,Treg,WT C-term,0
0.345679,1,0.5,2587.2524,11/27/2019,127,Treg,WT C-term,0
0.345679,2,0.5,7389.146,11/27/2019,119,Treg,WT C-term,0
0.345679,3,0.5,14908.463,11/27/2019,58,Treg,WT C-term,0
0.115226,1,0.5,531.13086,11/27/2019,155,Treg,WT C-term,0
0.115226,2,0.5,2216.2925,11/27/2019,154,Treg,WT C-term,0
0.115226,3,0.5,4538.096,11/27/2019,80,Treg,WT C-term,0
0.038409,1,0.5,1059.0425,11/27/2019,151,Treg,WT C-term,0
0.038409,2,0.5,202.44531,11/27/2019,156,Treg,WT C-term,0
0.038409,3,0.5,1417.3325,11/27/2019,90,Treg,WT C-term,0
0.012803,1,0.5,1089.4795,11/27/2019,120,Treg,WT C-term,0
0.012803,2,0.5,0.0,11/27/2019,146,Treg,WT C-term,0
0.012803,3,0.5,0.0,11/27/2019,76,Treg,WT C-term,0
0.004268,1,0.5,1065.7773,11/27/2019,133,Treg,WT C-term,0
0.004268,2,0.5,438.28662,11/27/2019,153,Treg,WT C-term,0
0.004268,3,0.5,0.0,11/27/2019,82,Treg,WT C-term,0
0.001423,1,0.5,1306.3364,11/27/2019,104,Treg,WT C-term,0
0.001423,2,0.5,262.89697,11/27/2019,148,Treg,WT C-term,0
0.001423,3,0.5,0.0,11/27/2019,106,Treg,WT C-term,0
0.000474,1,0.5,226.18652,11/27/2019,87,Treg,WT C-term,0
0.000474,2,0.5,0.0,11/27/2019,125,Treg,WT C-term,0
0.000474,3,0.5,0.0,11/27/2019,91,Treg,WT C-term,0
84.0,1,4.0,8495.15,11/27/2019,92,Treg,V91K C-term,0
84.0,2,4.0,13089.498,11/27/2019,121,Treg,V91K C-term,0
84.0,3,4.0,20077.328,11/27/2019,53,Treg,V91K C-term,0
28.0,1,4.0,9167.105,11/27/2019,165,Treg,V91K C-term,0
28.0,2,4.0,13767.152,11/27/2019,152,Treg,V91K C-term,0
28.0,3,4.0,16820.025,11/27/2019,97,Treg,V91K C-term,0
9.333333,1,4.0,7994.679,11/27/2019,153,Treg,V91K C-term,0
9.333333,2,4.0,14257.83,11/27/2019,143,Treg,V91K C-term,0
9.333333,3,4.0,16666.482,11/27/2019,81,Treg,V91K C-term,0
3.111,1,4.0,6309.1235,11/27/2019,91,Treg,V91K C-term,0
3.111,2,4.0,11595.998,11/27/2019,130,Treg,V91K C-term,0
3.111,3,4.0,17093.404,11/27/2019,60,Treg,V91K C-term,0
1.037037,1,4.0,4391.7134,11/27/2019,127,Treg,V91K C-term,0
1.037037,2,4.0,8233.73,11/27/2019,164,Treg,V91K C-term,0
1.037037,3,4.0,12477.057,11/27/2019,71,Treg,V91K C-term,0
0.345679,1,4.0,2220.226,11/27/2019,98,Treg,V91K C-term,0
0.345679,2,4.0,7358.223,11/27/2019,116,Treg,V91K C-term,0
0.345679,3,4.0,13249.363,11/27/2019,44,Treg,V91K C-term,0
0.115226,1,4.0,1635.3994,11/27/2019,111,Treg,V91K C-term,0
0.115226,2,4.0,6105.735,11/27/2019,102,Treg,V91K C-term,0
0.115226,3,4.0,7655.685,11/27/2019,48,Treg,V91K C-term,0
0.038409,1,4.0,1086.1074,11/27/2019,117,Treg,V91K C-term,0
0.038409,2,4.0,2289.4648,11/27/2019,108,Treg,V91K C-term,0
0.038409,3,4.0,6044.604,11/27/2019,49,Treg,V91K C-term,0
0.012803,1,4.0,1104.2002,11/27/2019,93,Treg,V91K C-term,0
0.012803,2,4.0,1427.6523,11/27/2019,131,Treg,V91K C-term,0
0.012803,3,4.0,1204.6318,11/27/2019,68,Treg,V91K C-term,0
0.004268,1,4.0,608.6494,11/27/2019,89,Treg,V91K C-term,0
0.004268,2,4.0,225.63281,11/27/2019,96,Treg,V91K C-term,0
0.004268,3,4.0,1241.4248,11/27/2019,57,Treg,V91K C-term,0
0.001423,1,4.0,1275.3745,11/27/2019,136,Treg,V91K C-term,0
0.001423,2,4.0,499.75244,11/27/2019,170,Treg,V91K C-term,0
0.001423,3,4.0,1358.7705,11/27/2019,108,Treg,V91K C-term,0
0.000474,1,4.0,600.8916,11/27/2019,113,Treg,V91K C-term,0
0.000474,2,4.0,0.0,11/27/2019,115,Treg,V91K C-term,0
0.000474,3,4.0,0.0,11/27/2019,63,Treg,V91K C-term,0
84.0,1,2.0,8160.5884,11/27/2019,102,Treg,V91K C-term,0
84.0,2,2.0,13600.648,11/27/2019,87,Treg,V91K C-term,0
84.0,3,2.0,19767.547,11/27/2019,38,Treg,V91K C-term,0
28.0,1,2.0,8078.099,11/27/2019,99,Treg,V91K C-term,0
28.0,2,2.0,12064.76,11/27/2019,109,Treg,V91K C-term,0
28.0,3,2.0,17183.434,11/27/2019,70,Treg,V91K C-term,0
9.333333,1,2.0,3995.4468,11/27/2019,108,Treg,V91K C-term,0
9.333333,2,2.0,9609.389,11/27/2019,104,Treg,V91K C-term,0
9.333333,3,2.0,18736.324,11/27/2019,42,Treg,V91K C-term,0
3.111,1,2.0,3511.313,11/27/2019,112,Treg,V91K C-term,0
3.111,2,2.0,8285.33,11/27/2019,96,Treg,V91K C-term,0
3.111,3,2.0,13644.139,11/27/2019,30,Treg,V91K C-term,0
1.037037,1,2.0,1934.0806,11/27/2019,136,Treg,V91K C-term,0
1.037037,2,2.0,2503.9644,11/27/2019,139,Treg,V91K C-term,0
1.037037,3,2.0,6145.639,11/27/2019,45,Treg,V91K C-term,0
0.345679,1,2.0,1113.7388,11/27/2019,90,Treg,V91K C-term,0
0.345679,2,2.0,2569.2534,11/27/2019,104,Treg,V91K C-term,0
0.345679,3,2.0,6139.0493,11/27/2019,67,Treg,V91K C-term,0
0.115226,1,2.0,832.897,11/27/2019,115,Treg,V91K C-term,0
0.115226,2,2.0,1178.7236,11/27/2019,110,Treg,V91K C-term,0
0.115226,3,2.0,855.917,11/27/2019,52,Treg,V91K C-term,0
0.038409,1,2.0,826.5073,11/27/2019,131,Treg,V91K C-term,0
0.038409,2,2.0,0.0,11/27/2019,169,Treg,V91K C-term,0
0.038409,3,2.0,0.0,11/27/2019,85,Treg,V91K C-term,0
0.012803,1,2.0,0.0,11/27/2019,107,Treg,V91K C-term,0
0.012803,2,2.0,0.0,11/27/2019,139,Treg,V91K C-term,0
0.012803,3,2.0,0.0,11/27/2019,67,Treg,V91K C-term,0
0.004268,1,2.0,1044.8472,11/27/2019,134,Treg,V91K C-term,0
0.004268,2,2.0,568.28564,11/27/2019,162,Treg,V91K C-term,0
0.004268,3,2.0,249.57227,11/27/2019,75,Treg,V91K C-term,0
0.001423,1,2.0,666.6875,11/27/2019,110,Treg,V91K C-term,0
0.001423,2,2.0,0.0,11/27/2019,141,Treg,V91K C-term,0
0.001423,3,2.0,1044.8306,11/27/2019,56,Treg,V91K C-term,0
0.000474,1,2.0,305.8462,11/27/2019,71,Treg,V91K C-term,0
0.000474,2,2.0,0.0,11/27/2019,88,Treg,V91K C-term,0
0.000474,3,2.0,0.0,11/27/2019,44,Treg,V91K C-term,0
84.0,1,1.0,9984.162,11/27/2019,103,Treg,V91K C-term,0
84.0,2,1.0,14637.674,11/27/2019,130,Treg,V91K C-term,0
84.0,3,1.0,16784.455,11/27/2019,72,Treg,V91K C-term,0
28.0,1,1.0,7565.988,11/27/2019,124,Treg,V91K C-term,0
28.0,2,1.0,13101.115,11/27/2019,127,Treg,V91K C-term,0
28.0,3,1.0,15579.859,11/27/2019,84,Treg,V91K C-term,0
9.333333,1,1.0,2960.4536,11/27/2019,107,Treg,V91K C-term,0
9.333333,2,1.0,6593.691,11/27/2019,140,Treg,V91K C-term,0
9.333333,3,1.0,9753.078,11/27/2019,121,Treg,V91K C-term,0
3.111,1,1.0,2879.6616,11/27/2019,115,Treg,V91K C-term,0
3.111,2,1.0,3854.0122,11/27/2019,127,Treg,V91K C-term,0
3.111,3,1.0,5332.3687,11/27/2019,95,Treg,V91K C-term,0
1.037037,1,1.0,1423.2935,11/27/2019,131,Treg,V91K C-term,0
1.037037,2,1.0,920.45166,11/27/2019,130,Treg,V91K C-term,0
1.037037,3,1.0,2033.1465,11/27/2019,59,Treg,V91K C-term,0
0.345679,1,1.0,1708.3291,11/27/2019,101,Treg,V91K C-term,0
0.345679,2,1.0,651.9502,11/27/2019,139,Treg,V91K C-term,0
0.345679,3,1.0,0.0,11/27/2019,83,Treg,V91K C-term,0
0.115226,1,1.0,863.5962,11/27/2019,73,Treg,V91K C-term,0
0.115226,2,1.0,866.49414,11/27/2019,104,Treg,V91K C-term,0
0.115226,3,1.0,0.0,11/27/2019,77,Treg,V91K C-term,0
0.038409,1,1.0,1011.0786,11/27/2019,118,Treg,V91K C-term,0
0.038409,2,1.0,1405.8735,11/27/2019,149,Treg,V91K C-term,0
0.038409,3,1.0,198.59424,11/27/2019,63,Treg,V91K C-term,0
0.012803,1,1.0,1630.5884,11/27/2019,94,Treg,V91K C-term,0
0.012803,2,1.0,0.0,11/27/2019,137,Treg,V91K C-term,0
0.012803,3,1.0,0.0,11/27/2019,86,Treg,V91K C-term,0
0.004268,1,1.0,945.55273,11/27/2019,98,Treg,V91K C-term,0
0.004268,2,1.0,0.0,11/27/2019,124,Treg,V91K C-term,0
0.004268,3,1.0,0.0,11/27/2019,74,Treg,V91K C-term,0
0.001423,1,1.0,1996.251,11/27/2019,121,Treg,V91K C-term,0
0.001423,2,1.0,144.5415,11/27/2019,128,Treg,V91K C-term,0
0.001423,3,1.0,0.0,11/27/2019,87,Treg,V91K C-term,0
0.000474,1,1.0,1168.7217,11/27/2019,123,Treg,V91K C-term,0
0.000474,2,1.0,0.0,11/27/2019,169,Treg,V91K C-term,0
0.000474,3,1.0,0.0,11/27/2019,107,Treg,V91K C-term,0
84.0,1,0.5,11229.83,11/27/2019,56,Treg,V91K C-term,0
84.0,2,0.5,16176.018,11/27/2019,64,Treg,V91K C-term,0
84.0,3,0.5,18651.361,11/27/2019,35,Treg,V91K C-term,0
28.0,1,0.5,12288.072,11/27/2019,90,Treg,V91K C-term,0
28.0,2,0.5,18212.201,11/27/2019,119,Treg,V91K C-term,0
28.0,3,0.5,18491.06,11/27/2019,31,Treg,V91K C-term,0
9.333333,1,0.5,2358.2153,11/27/2019,102,Treg,V91K C-term,0
9.333333,2,0.5,5784.3374,11/27/2019,95,Treg,V91K C-term,0
9.333333,3,0.5,14192.529,11/27/2019,34,Treg,V91K C-term,0
3.111,1,0.5,193.97266,11/27/2019,116,Treg,V91K C-term,0
3.111,2,0.5,2513.5913,11/27/2019,96,Treg,V91K C-term,0
3.111,3,0.5,11003.371,11/27/2019,30,Treg,V91K C-term,0
1.037037,1,0.5,980.9238,11/27/2019,87,Treg,V91K C-term,0
1.037037,2,0.5,1088.2915,11/27/2019,128,Treg,V91K C-term,0
1.037037,3,0.5,1067.7583,11/27/2019,38,Treg,V91K C-term,0
0.345679,1,0.5,782.36035,11/27/2019,84,Treg,V91K C-term,0
0.345679,2,0.5,595.90576,11/27/2019,75,Treg,V91K C-term,0
0.345679,3,0.5,1857.3618,11/27/2019,32,Treg,V91K C-term,0
0.115226,1,0.5,0.0,11/27/2019,67,Treg,V91K C-term,0
0.115226,2,0.5,0.0,11/27/2019,68,Treg,V91K C-term,0
0.115226,3,0.5,4112.86,11/27/2019,26,Treg,V91K C-term,0
0.038409,1,0.5,292.31787,11/27/2019,80,Treg,V91K C-term,0
0.038409,2,0.5,0.0,11/27/2019,69,Treg,V91K C-term,0
0.038409,3,0.5,353.2256,11/27/2019,25,Treg,V91K C-term,0
0.012803,1,0.5,954.7168,11/27/2019,91,Treg,V91K C-term,0
0.012803,2,0.5,0.0,11/27/2019,95,Treg,V91K C-term,0
0.012803,3,0.5,0.0,11/27/2019,31,Treg,V91K C-term,0
0.004268,1,0.5,1581.4292,11/27/2019,94,Treg,V91K C-term,0
0.004268,2,0.5,655.1699,11/27/2019,84,Treg,V91K C-term,0
0.004268,3,0.5,1392.4985,11/27/2019,29,Treg,V91K C-term,0
0.001423,1,0.5,59.75537,11/27/2019,120,Treg,V91K C-term,0
0.001423,2,0.5,0.0,11/27/2019,83,Treg,V91K C-term,0
0.001423,3,0.5,0.0,11/27/2019,30,Treg,V91K C-term,0
0.000474,1,0.5,624.625,11/27/2019,112,Treg,V91K C-term,0
0.000474,2,0.5,146.09619,11/27/2019,105,Treg,V91K C-term,0
0.000474,3,0.5,1807.1914,11/27/2019,35,Treg,V91K C-term,0
84.0,1,4.0,7337.751,11/27/2019,490,Thelper,WT C-term,0
84.0,2,4.0,7191.171,11/27/2019,1112,Thelper,WT C-term,0
84.0,3,4.0,12357.148,11/27/2019,1903,Thelper,WT C-term,0
28.0,1,4.0,6811.7207,11/27/2019,698,Thelper,WT C-term,0
28.0,2,4.0,6781.6074,11/27/2019,1722,Thelper,WT C-term,0
28.0,3,4.0,12169.028,11/27/2019,2827,Thelper,WT C-term,0
9.333333,1,4.0,5160.204,11/27/2019,680,Thelper,WT C-term,0
9.333333,2,4.0,5467.6416,11/27/2019,1524,Thelper,WT C-term,0
9.333333,3,4.0,10494.828,11/27/2019,2551,Thelper,WT C-term,0
3.111,1,4.0,2890.1023,11/27/2019,744,Thelper,WT C-term,0
3.111,2,4.0,3219.7556,11/27/2019,1671,Thelper,WT C-term,0
