Ligand,Date,Cell,Dose,Variance,Mean,Skew,Kurtosis,alphStatCov,Time,Bivalent
WT N-term,11/8/2019,CD8,0.012803,3352953.0,181.95532,6.6702676,95.724884,0,0.5,1
WT N-term,11/8/2019,CD8,0.004268,2810107.2,147.92041,3.635115,23.966478,0,0.5,1
WT N-term,11/8/2019,CD8,0.001423,2753940.0,126.228516,4.7780533,50.191875,0,0.5,1
WT N-term,11/8/2019,CD8,0.000474,2367691.5,0.0,7.2620792,139.55412,0,0.5,1
WT N-term,11/8/2019,NKBright,84.0,13771569.0,438.9922,0.5707222,-0.9640138,0,4.0,0
WT N-term,11/8/2019,NKBright,28.0,12816515.0,1704.0479,1.1607394,1.9920793,0,4.0,0
WT N-term,11/8/2019,NKBright,9.333333,28575376.0,3457.6143,0.43196133,-0.73442006,0,4.0,0
WT N-term,11/8/2019,NKBright,3.111,19364010.0,1789.9531,0.23960873,-1.072588,0,4.0,0
WT N-term,11/8/2019,NKBright,1.037037,22854418.0,1626.8994,0.42241934,-0.26785374,0,4.0,0
WT N-term,11/8/2019,NKBright,0.345679,14368609.0,341.55957,0.28072494,-0.977401,0,4.0,0
WT N-term,11/8/2019,NKBright,0.115226,16444264.0,651.6709,0.3827257,-0.63719606,0,4.0,0
WT N-term,11/8/2019,NKBright,0.038409,19622134.0,988.35156,0.39509714,-0.694293,0,4.0,0
WT N-term,11/8/2019,NKBright,0.012803,12987347.0,0.0,0.43677714,-0.8233087,0,4.0,0
WT N-term,11/8/2019,NKBright,0.004268,19767066.0,405.96875,0.79794025,-0.32708454,0,4.0,0
WT N-term,11/8/2019,NKBright,0.001423,17894908.0,467.99805,0.70022345,0.2695682,0,4.0,0
WT N-term,11/8/2019,NKBright,0.000474,25643344.0,660.6279,0.71608275,-0.57152987,0,4.0,0
WT N-term,11/8/2019,NKBright,84.0,24068778.0,3712.3936,1.0321711,-0.07095194,0,2.0,0
WT N-term,11/8/2019,NKBright,28.0,16564177.0,3316.4873,0.6880622,0.9004581,0,2.0,0
WT N-term,11/8/2019,NKBright,9.333333,30434462.0,1056.957,0.4672042,-1.1691211,0,2.0,0
WT N-term,11/8/2019,NKBright,3.111,36497988.0,2002.7695,2.9229515,14.35397,0,2.0,0
WT N-term,11/8/2019,NKBright,1.037037,19774352.0,690.47266,0.92272455,0.64382744,0,2.0,0
WT N-term,11/8/2019,NKBright,0.345679,22918934.0,896.4834,0.55549884,-0.7355757,0,2.0,0
WT N-term,11/8/2019,NKBright,0.115226,17941832.0,138.97168,0.5848045,-0.34349036,0,2.0,0
WT N-term,11/8/2019,NKBright,0.038409,17632064.0,223.13574,0.4132555,-0.7073262,0,2.0,0
WT N-term,11/8/2019,NKBright,0.012803,21976056.0,8.658203,0.72807086,-0.47426057,0,2.0,0
WT N-term,11/8/2019,NKBright,0.004268,21708596.0,0.0,0.7932469,-0.56945324,0,2.0,0
WT N-term,11/8/2019,NKBright,0.001423,18180766.0,10.316406,0.6338976,-0.38722706,0,2.0,0
WT N-term,11/8/2019,NKBright,0.000474,20963916.0,0.0,0.57756764,-0.8478141,0,2.0,0
WT N-term,11/8/2019,NKBright,84.0,11120975.0,2021.998,-0.5793951,0.75362897,0,1.0,0
WT N-term,11/8/2019,NKBright,28.0,87613650.0,4391.961,3.668711,15.512838,0,1.0,0
WT N-term,11/8/2019,NKBright,9.333333,21692258.0,3743.543,0.8428445,0.10430789,0,1.0,0
WT N-term,11/8/2019,NKBright,3.111,16872872.0,2153.5234,0.50943947,-0.8885598,0,1.0,0
WT N-term,11/8/2019,NKBright,1.037037,17652392.0,872.11523,0.41751686,-0.19791365,0,1.0,0
WT N-term,11/8/2019,NKBright,0.345679,17324552.0,1240.5684,0.3421866,-0.86296797,0,1.0,0
WT N-term,11/8/2019,NKBright,0.115226,15954080.0,733.57324,0.6346617,0.39994478,0,1.0,0
WT N-term,11/8/2019,NKBright,0.038409,19897298.0,271.30664,0.5655821,-0.59038734,0,1.0,0
WT N-term,11/8/2019,NKBright,0.012803,17017540.0,0.0,0.77696365,-0.11021876,0,1.0,0
WT N-term,11/8/2019,NKBright,0.004268,17447984.0,0.0,0.7098707,-0.37922478,0,1.0,0
WT N-term,11/8/2019,NKBright,0.001423,18969648.0,0.0,0.7763011,-0.49034095,0,1.0,0
WT N-term,11/8/2019,NKBright,0.000474,15346908.0,0.0,0.7277237,-0.37588692,0,1.0,0
WT N-term,11/8/2019,NKBright,84.0,16109385.0,4171.751,0.6778311,-0.58571553,0,0.5,0
WT N-term,11/8/2019,NKBright,28.0,80129100.0,6185.6953,3.443261,14.736855,0,0.5,0
WT N-term,11/8/2019,NKBright,9.333333,11184586.0,0.0,1.0225956,1.2997379,0,0.5,0
WT N-term,11/8/2019,NKBright,3.111,19219548.0,2149.624,0.04867585,-0.9903197,0,0.5,0
WT N-term,11/8/2019,NKBright,1.037037,16144433.0,701.6797,0.79116225,0.22573233,0,0.5,0
WT N-term,11/8/2019,NKBright,0.345679,17365038.0,0.0,0.8254827,-0.034096003,0,0.5,0
WT N-term,11/8/2019,NKBright,0.115226,14169261.0,0.0,0.77699965,0.41621947,0,0.5,0
WT N-term,11/8/2019,NKBright,0.038409,17673620.0,0.0,0.9014576,-0.37752247,0,0.5,0
WT N-term,11/8/2019,NKBright,0.012803,21195120.0,547.11035,0.80230373,-0.08198261,0,0.5,0
WT N-term,11/8/2019,NKBright,0.004268,14763022.0,129.42969,0.6982669,0.16977811,0,0.5,0
WT N-term,11/8/2019,NKBright,0.001423,17611600.0,0.0,0.6880761,-0.09300065,0,0.5,0
WT N-term,11/8/2019,NKBright,0.000474,19454744.0,822.1221,0.3530807,-0.9703481,0,0.5,0
WT N-term,11/8/2019,NKBright,84.0,21152494.0,685.9209,0.45615178,-0.6700425,0,4.0,1
WT N-term,11/8/2019,NKBright,28.0,16125769.0,1837.7246,0.36232686,0.3236246,0,4.0,1
WT N-term,11/8/2019,NKBright,9.333333,14278004.0,1076.9238,-0.06927668,-1.194314,0,4.0,1
WT N-term,11/8/2019,NKBright,3.111,12256085.0,0.0,0.006894341,-1.3049442,0,4.0,1
WT N-term,11/8/2019,NKBright,1.037037,24122034.0,471.01465,0.4335084,-0.79538155,0,4.0,1
WT N-term,11/8/2019,NKBright,0.345679,21384688.0,0.0,1.2810042,1.2041497,0,4.0,1
WT N-term,11/8/2019,NKBright,0.115226,15444669.0,251.05762,0.5169365,-0.54674125,0,4.0,1
WT N-term,11/8/2019,NKBright,0.038409,17711218.0,0.0,1.0108927,0.5473852,0,4.0,1
WT N-term,11/8/2019,NKBright,0.012803,23077832.0,1078.8105,0.086641274,-1.112122,0,4.0,1
WT N-term,11/8/2019,NKBright,0.004268,20799198.0,550.792,0.28264785,-0.7627349,0,4.0,1
WT N-term,11/8/2019,NKBright,0.001423,17760814.0,0.0,1.3088373,1.8376327,0,4.0,1
WT N-term,11/8/2019,NKBright,0.000474,25286448.0,1508.1885,0.14831273,-0.8786354,0,4.0,1
WT N-term,11/8/2019,NKBright,84.0,15672384.0,2417.665,0.7721906,0.2593794,0,2.0,1
WT N-term,11/8/2019,NKBright,28.0,18579676.0,2853.1924,0.31363454,-0.70913863,0,2.0,1
WT N-term,11/8/2019,NKBright,9.333333,25122334.0,2997.162,0.92726636,0.18537259,0,2.0,1
WT N-term,11/8/2019,NKBright,3.111,24038738.0,321.13086,0.8306494,-0.15899539,0,2.0,1
WT N-term,11/8/2019,NKBright,1.037037,18360912.0,0.0,0.87575907,0.4291072,0,2.0,1
WT N-term,11/8/2019,NKBright,0.345679,25783992.0,2771.212,0.60187185,0.38921332,0,2.0,1
WT N-term,11/8/2019,NKBright,0.115226,18070980.0,0.0,0.67735434,-0.39877605,0,2.0,1
WT N-term,11/8/2019,NKBright,0.038409,21340216.0,0.0,0.7803776,0.18318033,0,2.0,1
WT N-term,11/8/2019,NKBright,0.012803,16870760.0,0.0,0.6034173,-0.6698165,0,2.0,1
WT N-term,11/8/2019,NKBright,0.004268,17536796.0,0.0,0.7168395,-0.40014052,0,2.0,1
WT N-term,11/8/2019,NKBright,0.001423,15279350.0,0.0,0.37329835,-0.68855715,0,2.0,1
WT N-term,11/8/2019,NKBright,0.000474,16309254.0,0.0,0.8610054,0.10259843,0,2.0,1
WT N-term,11/8/2019,NKBright,84.0,18734440.0,3450.9297,0.025008347,-1.2507672,0,1.0,1
WT N-term,11/8/2019,NKBright,28.0,8999047.0,1654.7422,0.09426588,-1.0647413,0,1.0,1
WT N-term,11/8/2019,NKBright,9.333333,13657013.0,0.0,0.051896874,-0.85384417,0,1.0,1
WT N-term,11/8/2019,NKBright,3.111,21350106.0,655.4004,1.0649511,0.101811886,0,1.0,1
WT N-term,11/8/2019,NKBright,1.037037,14421848.0,638.2422,-0.050101567,-1.3020247,0,1.0,1
WT N-term,11/8/2019,NKBright,0.345679,28092360.0,3143.9814,0.566862,-0.2939818,0,1.0,1
WT N-term,11/8/2019,NKBright,0.115226,24620604.0,467.4922,0.36264843,-0.9750202,0,1.0,1
WT N-term,11/8/2019,NKBright,0.038409,20046564.0,0.0,0.70772815,-0.41054273,0,1.0,1
WT N-term,11/8/2019,NKBright,0.012803,14248063.0,0.0,0.7889007,-0.32858205,0,1.0,1
WT N-term,11/8/2019,NKBright,0.004268,20660540.0,0.0,1.1977417,1.174202,0,1.0,1
WT N-term,11/8/2019,NKBright,0.001423,12759566.0,200.27148,-0.05790676,-1.1110156,0,1.0,1
WT N-term,11/8/2019,NKBright,0.000474,16408135.0,0.0,0.46866867,-0.6686456,0,1.0,1
WT N-term,11/8/2019,NKBright,84.0,16613885.0,5065.5273,0.3286896,-0.62609386,0,0.5,1
WT N-term,11/8/2019,NKBright,28.0,25442000.0,3739.7979,-0.07438691,-1.2375001,0,0.5,1
WT N-term,11/8/2019,NKBright,9.333333,42889236.0,3231.4805,1.5596175,2.9103537,0,0.5,1
WT N-term,11/8/2019,NKBright,3.111,17898836.0,2941.7686,0.65569305,-0.524209,0,0.5,1
WT N-term,11/8/2019,NKBright,1.037037,20602040.0,1817.3789,0.5172432,0.09139466,0,0.5,1
WT N-term,11/8/2019,NKBright,0.345679,15761586.0,2334.002,0.2507063,-0.6213522,0,0.5,1
WT N-term,11/8/2019,NKBright,0.115226,20287136.0,0.0,1.0680845,0.35727692,0,0.5,1
WT N-term,11/8/2019,NKBright,0.038409,18082808.0,213.26855,0.09846962,-1.0341147,0,0.5,1
WT N-term,11/8/2019,NKBright,0.012803,17345854.0,0.0,0.5998146,-0.5291836,0,0.5,1
WT N-term,11/8/2019,NKBright,0.004268,13689907.0,0.0,0.83080924,0.7899928,0,0.5,1
WT N-term,11/8/2019,NKBright,0.001423,17563276.0,333.292,0.5945654,-0.37692428,0,0.5,1
WT N-term,11/8/2019,NKBright,0.000474,15101642.0,163.76855,0.41727993,-0.6085198,0,0.5,1
H16N N-term,11/8/2019,NK,84.0,8495064.0,1231.3384,5.445819,63.211624,0,4.0,0
H16N N-term,11/8/2019,NK,28.0,4386220.5,570.63745,1.8365258,3.880372,0,4.0,0
H16N N-term,11/8/2019,NK,9.333333,4433818.0,483.03516,1.9102169,4.2233315,0,4.0,0
H16N N-term,11/8/2019,NK,3.111,7780618.0,551.92285,9.040188,157.53383,0,4.0,0
H16N N-term,11/8/2019,NK,1.037037,4013483.0,388.6902,2.0974674,5.8161592,0,4.0,0
H16N N-term,11/8/2019,NK,0.345679,4578069.0,496.02954,1.8092642,3.942243,0,4.0,0
H16N N-term,11/8/2019,NK,0.115226,4455496.0,365.85254,1.9893672,4.8118205,0,4.0,0
H16N N-term,11/8/2019,NK,0.038409,14118317.0,432.89966,15.738267,363.31653,0,4.0,0
H16N N-term,11/8/2019,NK,0.012803,8536902.0,249.6438,14.161891,326.47235,0,4.0,0
H16N N-term,11/8/2019,NK,0.004268,3632229.0,250.3916,3.8321025,36.173157,0,4.0,0
H16N N-term,11/8/2019,NK,0.001423,3931087.0,186.34888,2.431417,7.4731674,0,4.0,0
H16N N-term,11/8/2019,NK,0.000474,8683897.0,214.25586,13.561277,269.91577,0,4.0,0
H16N N-term,11/8/2019,NK,84.0,10446667.0,704.48267,9.12196,140.0073,0,2.0,0
H16N N-term,11/8/2019,NK,28.0,14027001.0,408.2622,13.175985,238.30757,0,2.0,0
H16N N-term,11/8/2019,NK,9.333333,6012581.5,175.35742,2.895678,13.5140705,0,2.0,0
H16N N-term,11/8/2019,NK,3.111,4733592.0,142.04395,2.1213586,5.323864,0,2.0,0
H16N N-term,11/8/2019,NK,1.037037,4714783.5,59.520264,2.2452488,5.8187447,0,2.0,0
H16N N-term,11/8/2019,NK,0.345679,4139420.8,0.0,2.0698707,4.7840424,0,2.0,0
H16N N-term,11/8/2019,NK,0.115226,5178797.0,56.833252,2.3337438,6.24922,0,2.0,0
H16N N-term,11/8/2019,NK,0.038409,7410407.0,0.0,11.824611,236.07115,0,2.0,0
H16N N-term,11/8/2019,NK,0.012803,5656095.0,0.0,6.1741085,80.16367,0,2.0,0
H16N N-term,11/8/2019,NK,0.004268,10552663.0,32.109863,14.562647,337.91937,0,2.0,0
H16N N-term,11/8/2019,NK,0.001423,3265303.8,0.0,2.456164,8.139836,0,2.0,0
H16N N-term,11/8/2019,NK,0.000474,3880103.2,0.0,2.600342,8.0296755,0,2.0,0
H16N N-term,11/8/2019,NK,84.0,4767489.5,487.58887,3.2601993,21.42777,0,1.0,0
H16N N-term,11/8/2019,NK,28.0,4818921.0,248.18652,2.1561127,6.210697,0,1.0,0
H16N N-term,11/8/2019,NK,9.333333,13969568.0,323.54932,11.11557,187.26347,0,1.0,0
H16N N-term,11/8/2019,NK,3.111,7766405.0,199.95679,3.9542181,29.851688,0,1.0,0
H16N N-term,11/8/2019,NK,1.037037,4311229.0,0.0,2.4064875,6.7888947,0,1.0,0
H16N N-term,11/8/2019,NK,0.345679,5321152.0,20.419678,2.2433443,5.236491,0,1.0,0
H16N N-term,11/8/2019,NK,0.115226,4334858.5,0.0,2.1021593,4.693907,0,1.0,0
H16N N-term,11/8/2019,NK,0.038409,5554078.5,25.666016,3.7008047,24.73059,0,1.0,0
H16N N-term,11/8/2019,NK,0.012803,6129065.5,0.0,7.089651,104.48335,0,1.0,0
H16N N-term,11/8/2019,NK,0.004268,10127747.0,0.0,12.378706,235.37613,0,1.0,0
H16N N-term,11/8/2019,NK,0.001423,4183848.2,0.0,2.3250892,6.417699,0,1.0,0
H16N N-term,11/8/2019,NK,0.000474,4167769.8,0.0,2.444543,6.6655493,0,1.0,0
H16N N-term,11/8/2019,NK,84.0,8855559.0,855.59766,11.484374,230.50883,0,0.5,0
H16N N-term,11/8/2019,NK,28.0,3523540.8,499.59692,2.1158812,7.3604527,0,0.5,0
H16N N-term,11/8/2019,NK,9.333333,15739904.0,627.8911,14.111434,289.34494,0,0.5,0
H16N N-term,11/8/2019,NK,3.111,5522848.0,45.445312,2.0814126,4.548904,0,0.5,0
H16N N-term,11/8/2019,NK,1.037037,8939958.0,313.00073,9.63717,163.50044,0,0.5,0
H16N N-term,11/8/2019,NK,0.345679,4922820.0,169.63306,2.3743312,6.8551226,0,0.5,0
H16N N-term,11/8/2019,NK,0.115226,4237812.5,182.66382,2.2716515,6.5832367,0,0.5,0
H16N N-term,11/8/2019,NK,0.038409,4182274.2,146.03638,2.3376489,7.0625362,0,0.5,0
H16N N-term,11/8/2019,NK,0.012803,3307869.2,135.19019,2.5036106,11.275915,0,0.5,0
H16N N-term,11/8/2019,NK,0.004268,3825671.2,45.20215,2.8306706,12.530883,0,0.5,0
H16N N-term,11/8/2019,NK,0.001423,2744912.8,158.38892,2.0863101,7.5209446,0,0.5,0
H16N N-term,11/8/2019,NK,0.000474,2856846.0,194.69604,2.621272,13.644466,0,0.5,0
H16N N-term,11/8/2019,CD8,84.0,12150558.0,1558.5688,4.0177927,32.132072,0,4.0,0
H16N N-term,11/8/2019,CD8,28.0,8686025.0,843.4414,2.723541,11.95189,0,4.0,0
H16N N-term,11/8/2019,CD8,9.333333,9756754.0,1055.3833,2.7686944,12.815323,0,4.0,0
H16N N-term,11/8/2019,CD8,3.111,8424928.0,1034.5161,2.877526,18.699652,0,4.0,0
H16N N-term,11/8/2019,CD8,1.037037,7888338.5,812.60547,2.467492,9.8894005,0,4.0,0
H16N N-term,11/8/2019,CD8,0.345679,8268377.5,924.0093,4.4896593,60.01644,0,4.0,0
H16N N-term,11/8/2019,CD8,0.115226,4792391.0,475.208,2.4679546,12.799267,0,4.0,0
H16N N-term,11/8/2019,CD8,0.038409,5958702.0,524.7073,3.6417408,35.963142,0,4.0,0
H16N N-term,11/8/2019,CD8,0.012803,5199271.5,260.87793,3.134072,21.656183,0,4.0,0
H16N N-term,11/8/2019,CD8,0.004268,5162722.0,529.95605,2.349639,10.432954,0,4.0,0
H16N N-term,11/8/2019,CD8,0.001423,6982397.5,476.90503,6.432401,117.380005,0,4.0,0
H16N N-term,11/8/2019,CD8,0.000474,5019286.0,350.15967,5.337202,86.17532,0,4.0,0
H16N N-term,11/8/2019,CD8,84.0,7245432.5,969.64453,2.4426193,9.740132,0,2.0,0
H16N N-term,11/8/2019,CD8,28.0,7445078.0,610.36816,2.6849673,12.389291,0,2.0,0
H16N N-term,11/8/2019,CD8,9.333333,7536484.0,485.00098,2.727529,12.292232,0,2.0,0
H16N N-term,11/8/2019,CD8,3.111,5454440.5,332.10474,2.2728717,8.448532,0,2.0,0
H16N N-term,11/8/2019,CD8,1.037037,5962127.0,401.67432,2.3723123,9.164647,0,2.0,0
H16N N-term,11/8/2019,CD8,0.345679,5146833.5,282.49756,2.2189438,8.299468,0,2.0,0
H16N N-term,11/8/2019,CD8,0.115226,5499841.5,37.13208,4.6263394,63.329376,0,2.0,0
H16N N-term,11/8/2019,CD8,0.038409,4632343.0,222.69214,2.1096454,9.804832,0,2.0,0
H16N N-term,11/8/2019,CD8,0.012803,4863575.0,111.59497,1.9272422,7.6394415,0,2.0,0
H16N N-term,11/8/2019,CD8,0.004268,5203957.5,145.52197,3.916861,50.47508,0,2.0,0
H16N N-term,11/8/2019,CD8,0.001423,3940936.5,0.0,1.9957367,9.447018,0,2.0,0
H16N N-term,11/8/2019,CD8,0.000474,4298987.5,208.08545,1.9918267,9.396194,0,2.0,0
H16N N-term,11/8/2019,CD8,84.0,7966106.5,827.77246,2.8800504,13.5374565,0,1.0,0
H16N N-term,11/8/2019,CD8,28.0,8113810.5,690.4209,2.8435116,16.400743,0,1.0,0
H16N N-term,11/8/2019,CD8,9.333333,6247796.0,285.406,2.628201,11.024276,0,1.0,0
H16N N-term,11/8/2019,CD8,3.111,3990168.5,87.17578,2.555612,12.774644,0,1.0,0
H16N N-term,11/8/2019,CD8,1.037037,4446945.0,52.135986,2.3876076,10.613942,0,1.0,0
H16N N-term,11/8/2019,CD8,0.345679,4215913.5,106.0791,2.3741126,11.005607,0,1.0,0
H16N N-term,11/8/2019,CD8,0.115226,4634435.0,36.49048,2.5070393,12.060327,0,1.0,0
H16N N-term,11/8/2019,CD8,0.038409,4804013.0,87.458984,3.0185056,18.723925,0,1.0,0
H16N N-term,11/8/2019,CD8,0.012803,5575828.5,97.684814,2.9102848,21.450089,0,1.0,0
H16N N-term,11/8/2019,CD8,0.004268,4124304.8,1.0571289,2.141214,8.544845,0,1.0,0
H16N N-term,11/8/2019,CD8,0.001423,7241470.5,124.84595,13.242675,415.99603,0,1.0,0
H16N N-term,11/8/2019,CD8,0.000474,4315147.0,76.23218,2.1267996,8.958792,0,1.0,0
H16N N-term,11/8/2019,CD8,84.0,6684853.0,432.30908,2.6859202,11.496034,0,0.5,0
H16N N-term,11/8/2019,CD8,28.0,5136983.0,0.0,2.503815,11.150883,0,0.5,0
H16N N-term,11/8/2019,CD8,9.333333,6113659.5,0.0,9.687445,227.12112,0,0.5,0
H16N N-term,11/8/2019,CD8,3.111,4473846.5,0.0,2.9285905,14.827221,0,0.5,0
H16N N-term,11/8/2019,CD8,1.037037,4492827.0,0.0,2.899052,21.996902,0,0.5,0
H16N N-term,11/8/2019,CD8,0.345679,6453934.0,0.0,12.052067,363.70538,0,0.5,0
H16N N-term,11/8/2019,CD8,0.115226,4123326.5,0.0,2.2249963,9.35556,0,0.5,0
H16N N-term,11/8/2019,CD8,0.038409,4174186.0,0.0,2.5407126,13.681705,0,0.5,0
H16N N-term,11/8/2019,CD8,0.012803,3928238.2,0.0,3.9941912,41.498726,0,0.5,0
H16N N-term,11/8/2019,CD8,0.004268,4073778.2,0.0,2.1325128,8.488343,0,0.5,0
H16N N-term,11/8/2019,CD8,0.001423,3578148.0,0.0,3.3119335,34.981426,0,0.5,0
H16N N-term,11/8/2019,CD8,0.000474,3257491.2,0.0,3.649416,44.52969,0,0.5,0
H16N N-term,11/8/2019,NKBright,84.0,14389279.0,1034.1035,0.27156937,-1.4784579,0,4.0,0
H16N N-term,11/8/2019,NKBright,28.0,18811126.0,787.5742,0.61421484,-0.61770535,0,4.0,0
H16N N-term,11/8/2019,NKBright,9.333333,12606184.0,1722.0771,0.71975446,0.12035155,0,4.0,0
H16N N-term,11/8/2019,NKBright,3.111,13531247.0,0.0,0.16421522,-1.2679008,0,4.0,0
H16N N-term,11/8/2019,NKBright,1.037037,22691174.0,1499.3369,0.54816777,-0.24957371,0,4.0,0
H16N N-term,11/8/2019,NKBright,0.345679,8741687.0,0.0,0.47013405,-0.45223737,0,4.0,0
H16N N-term,11/8/2019,NKBright,0.115226,10000907.0,0.0,0.7939315,0.6214626,0,4.0,0
H16N N-term,11/8/2019,NKBright,0.038409,41544364.0,1209.7158,3.241198,13.919222,0,4.0,0
H16N N-term,11/8/2019,NKBright,0.012803,13973943.0,149.75,-0.06336427,-0.9642787,0,4.0,0
H16N N-term,11/8/2019,NKBright,0.004268,17433390.0,1131.0107,0.35145912,-0.61130834,0,4.0,0
H16N N-term,11/8/2019,NKBright,0.001423,22405562.0,563.82227,2.2600858,8.971387,0,4.0,0
H16N N-term,11/8/2019,NKBright,0.000474,16223209.0,333.5664,0.49441084,-0.8207617,0,4.0,0
H16N N-term,11/8/2019,NKBright,84.0,9592971.0,41.183594,0.37921467,-1.4696026,0,2.0,0
H16N N-term,11/8/2019,NKBright,28.0,20158118.0,114.166016,0.25254232,-1.2719699,0,2.0,0
H16N N-term,11/8/2019,NKBright,9.333333,13131413.0,2407.83,-0.29500076,-1.2896042,0,2.0,0
H16N N-term,11/8/2019,NKBright,3.111,16748781.0,1275.5703,0.25699553,-0.8631408,0,2.0,0
H16N N-term,11/8/2019,NKBright,1.037037,19166934.0,1284.1348,0.88518804,1.0305805,0,2.0,0
H16N N-term,11/8/2019,NKBright,0.345679,14418199.0,307.38574,0.26200488,-0.6181431,0,2.0,0
H16N N-term,11/8/2019,NKBright,0.115226,38532120.0,544.4336,2.8757908,12.111628,0,2.0,0
H16N N-term,11/8/2019,NKBright,0.038409,15361016.0,12.674805,0.59803754,-0.76993513,0,2.0,0
H16N N-term,11/8/2019,NKBright,0.012803,14075784.0,0.0,0.41619363,-0.5887766,0,2.0,0
H16N N-term,11/8/2019,NKBright,0.004268,14959797.0,0.0,0.48927638,-0.7080908,0,2.0,0
H16N N-term,11/8/2019,NKBright,0.001423,16966188.0,0.0,0.86274034,0.5491781,0,2.0,0
H16N N-term,11/8/2019,NKBright,0.000474,15129610.0,0.0,0.50818,-0.49710393,0,2.0,0
H16N N-term,11/8/2019,NKBright,84.0,12848694.0,1415.666,0.35057446,-0.66749835,0,1.0,0
H16N N-term,11/8/2019,NKBright,28.0,31662262.0,2791.1748,0.94654167,-0.07156992,0,1.0,0
H16N N-term,11/8/2019,NKBright,9.333333,9290880.0,229.95801,0.044744518,-0.84793043,0,1.0,0
H16N N-term,11/8/2019,NKBright,3.111,397309630.0,6286.6133,3.1235309,8.216637,0,1.0,0
H16N N-term,11/8/2019,NKBright,1.037037,17225880.0,194.24121,0.7754396,-0.002487421,0,1.0,0
H16N N-term,11/8/2019,NKBright,0.345679,9655363.0,0.0,0.70623237,0.36228824,0,1.0,0
H16N N-term,11/8/2019,NKBright,0.115226,15640516.0,708.9033,0.4775825,-0.42395377,0,1.0,0
H16N N-term,11/8/2019,NKBright,0.038409,15661940.0,0.0,0.81260574,0.23861337,0,1.0,0
H16N N-term,11/8/2019,NKBright,0.012803,14967646.0,193.74316,0.6047224,0.13321447,0,1.0,0
H16N N-term,11/8/2019,NKBright,0.004268,12547613.0,145.91602,0.5351655,-0.26627493,0,1.0,0
H16N N-term,11/8/2019,NKBright,0.001423,17125428.0,954.6367,0.5100001,-0.5582478,0,1.0,0
H16N N-term,11/8/2019,NKBright,0.000474,14573118.0,458.60254,0.39729574,-0.8417299,0,1.0,0
H16N N-term,11/8/2019,NKBright,84.0,17921000.0,1081.5576,0.97651786,1.3128166,0,0.5,0
H16N N-term,11/8/2019,NKBright,28.0,25511164.0,0.0,1.219364,0.8578532,0,0.5,0
H16N N-term,11/8/2019,NKBright,9.333333,146376510.0,2364.1895,3.6835766,14.348785,0,0.5,0
H16N N-term,11/8/2019,NKBright,3.111,15332905.0,750.81836,0.430625,-1.1267349,0,0.5,0
H16N N-term,11/8/2019,NKBright,1.037037,16746622.0,0.0,1.0034074,0.23647809,0,0.5,0
H16N N-term,11/8/2019,NKBright,0.345679,18881576.0,61.523438,0.7614984,0.079404116,0,0.5,0
H16N N-term,11/8/2019,NKBright,0.115226,25450716.0,991.36426,0.4469491,-0.97679305,0,0.5,0
H16N N-term,11/8/2019,NKBright,0.038409,24938308.0,192.64844,0.62703395,-0.84615254,0,0.5,0
H16N N-term,11/8/2019,NKBright,0.012803,17080596.0,0.0,0.7041973,-0.6520417,0,0.5,0
H16N N-term,11/8/2019,NKBright,0.004268,21184926.0,661.9883,0.3022832,-0.99225235,0,0.5,0
H16N N-term,11/8/2019,NKBright,0.001423,21161832.0,0.0,1.047245,-0.027345419,0,0.5,0
H16N N-term,11/8/2019,NKBright,0.000474,22359642.0,0.0,1.1226243,0.26879883,0,0.5,0
WT C-term,11/27/2019,NK,84.0,3400376.0,948.124,1.4640155,2.996323,0,4.0,0
WT C-term,11/27/2019,NK,28.0,2694744.8,780.8557,1.5402826,3.575924,0,4.0,0
WT C-term,11/27/2019,NK,9.333333,2809467.5,848.1199,1.6806363,5.230627,0,4.0,0
WT C-term,11/27/2019,NK,3.111,8888923.0,698.5676,12.238549,207.18813,0,4.0,0
WT C-term,11/27/2019,NK,1.037037,3105848.8,531.77246,1.7299312,3.7302222,0,4.0,0
WT C-term,11/27/2019,NK,0.345679,3135322.0,0.0,2.1118164,6.2870703,0,4.0,0
WT C-term,11/27/2019,NK,0.115226,2068498.5,0.0,2.2330985,8.513901,0,4.0,0
WT C-term,11/27/2019,NK,0.038409,2065823.5,0.0,1.8794621,5.5560865,0,4.0,0
WT C-term,11/27/2019,NK,0.012803,3854171.0,242.01611,1.9485642,5.1091156,0,4.0,0
WT C-term,11/27/2019,NK,0.004268,2285435.2,0.0,2.354393,8.559452,0,4.0,0
WT C-term,11/27/2019,NK,0.001423,2131697.0,0.0,2.424393,9.730035,0,4.0,0
WT C-term,11/27/2019,NK,0.000474,5841625.5,0.0,12.81399,231.11562,0,4.0,0
WT C-term,11/27/2019,NK,84.0,10420316.0,855.9468,11.932783,179.71892,0,2.0,0
WT C-term,11/27/2019,NK,28.0,3421134.5,757.54956,3.0036387,17.148212,0,2.0,0
WT C-term,11/27/2019,NK,9.333333,2030155.6,30.022705,1.7980427,5.037472,0,2.0,0
WT C-term,11/27/2019,NK,3.111,2960680.8,270.29712,2.1851242,7.4965544,0,2.0,0
WT C-term,11/27/2019,NK,1.037037,5812981.0,339.11475,9.460028,161.4487,0,2.0,0
WT C-term,11/27/2019,NK,0.345679,2125076.5,0.0,2.0563648,6.688504,0,2.0,0
