kfwd_log__,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,rxn_log____6,rxn_log____7,endo_log____0,endo_log____1,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds__,kfwd,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,rxn__6,rxn__7,endo__0,endo__1,sortF,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,Y_15,Y_int,logp
-10.91674058,-0.937932019,-3.043176359,-2.1085174,-2.413495342,-2.377297401,-2.496045572,-2.333104715,-2.333728686,-3.958241672,0.743367166,-1.205729934,-5.417445095,0.896681684,-0.221044542,0.85747989,-1.114207091,-2.890693825,1.82E-05,0.391436482,0.04768319,0.121417847,0.089501907,0.092801043,0.082410241,0.09699414,0.096933637,0.019096663,2.103004773,0.052615523,0.299473324,0.004438472,2.451454898,0.801680971,2.357212767,0.328175389,1.663891764,0.72763634,-2437.984336
-10.82200477,-0.804712615,-3.067229109,-2.214598947,-2.334919301,-2.535178358,-2.329436613,-2.389621434,-2.2916707,-3.624012279,0.750750709,-1.294808874,-5.394508763,0.907513288,-0.299351632,0.790625477,-1.171935388,-3.249917856,2.00E-05,0.447216432,0.046549961,0.109197299,0.096818295,0.079247584,0.097350578,0.091664378,0.101097417,0.026675432,2.118589865,0.037329839,0.273950218,0.004541451,2.478152414,0.741298699,2.20477503,0.309766842,1.797632583,0.729318781,-2438.967873
-11.07682626,-0.89700129,-3.031679093,-2.189152269,-2.518950043,-2.419980425,-2.480083916,-2.211423602,-2.378096147,-3.929122479,0.686865425,-1.068441696,-5.413452689,0.963724854,-0.174613688,0.912927006,-1.055424521,-2.928958709,1.55E-05,0.407790674,0.04823458,0.112011664,0.08054413,0.088923358,0.083736198,0.10954459,0.092726948,0.019660918,1.987475868,0.050740456,0.343543446,0.004456228,2.621442802,0.839781376,2.491604813,0.348044644,1.717498638,0.72573263,-2441.517999
-10.9869011,-0.828318338,-2.975285591,-2.055230822,-2.482778782,-2.491381879,-2.44717595,-2.248997,-2.309461749,-3.95399637,0.617953744,-1.160843333,-5.414772195,0.965298657,-0.229481211,0.929653763,-1.12820876,-2.857131822,1.69E-05,0.436783191,0.051032857,0.128063272,0.083510844,0.082795474,0.086537628,0.105504993,0.099314693,0.019177906,1.855128089,0.054313833,0.313221919,0.004450352,2.625571685,0.794945905,2.533631788,0.323612405,1.668224219,0.737636458,-2441.198274
-10.74111988,-0.999781449,-3.035128819,-2.252650933,-2.473260292,-2.315893589,-2.412306103,-2.31202146,-2.306269248,-3.649653093,0.792607105,-1.274438657,-5.405824295,0.85323035,-0.313875799,0.817401555,-1.19455438,-3.076457684,2.16E-05,0.36795985,0.04806847,0.105120188,0.084309537,0.098677967,0.08960841,0.099060802,0.099632262,0.026000147,2.209148407,0.044088866,0.279587869,0.004490352,2.34721695,0.730609765,2.264607726,0.302838875,1.741031912,0.741964756,-2437.600323
-10.60157193,-1.071343818,-3.139251601,-2.252982293,-2.394705234,-2.357731467,-2.422638854,-2.295069345,-2.257734654,-3.726353818,0.715281213,-1.273368621,-5.410069993,0.830034572,-0.334019904,0.810078305,-1.229727818,-2.899509729,2.49E-05,0.342547886,0.043315203,0.105085361,0.091199557,0.094634662,0.088687276,0.100754406,0.104587143,0.024080478,2.044761615,0.052177804,0.279887198,0.004471327,2.293398026,0.71603953,2.248084016,0.292372145,1.682332407,0.753773224,-2438.552569
-10.80340983,-1.064306976,-3.016284598,-2.260970767,-2.477301723,-2.172168888,-2.462901121,-2.174382821,-2.278932908,-3.834180003,0.69271414,-1.189861706,-5.480544935,0.846210142,-0.296554974,0.844707588,-1.197467609,-2.846562496,2.03E-05,0.344966842,0.048982872,0.104249234,0.083969493,0.113930247,0.085187453,0.113678292,0.102393412,0.021619059,1.999134107,0.054859278,0.304263339,0.004167058,2.330796704,0.74337476,2.327297186,0.30195792,1.571880914,0.76129727,-2442.396667
-10.81379926,-0.936153342,-2.989499521,-2.142495929,-2.421971424,-2.681925789,-2.436632646,-2.480453751,-2.368181438,-3.704523247,0.706722816,-1.295427479,-5.425642067,0.841367658,-0.353574521,0.77539334,-1.263380086,-3.174477219,2.01E-05,0.392133341,0.050312611,0.117361551,0.088746488,0.068431243,0.087454848,0.083705236,0.093650881,0.024611948,2.027336405,0.040137568,0.273780804,0.004402239,2.319537142,0.702173664,2.171446076,0.28269687,1.681928643,0.752322739,-2440.829766
-10.87140722,-0.935536486,-2.973201975,-2.139277631,-2.419358925,-2.179415295,-2.265934339,-2.313967556,-2.207036609,-3.868775224,0.695290629,-1.20326609,-5.461235287,0.888336243,-0.258672597,0.833261906,-1.132434773,-2.958533602,1.90E-05,0.392375305,0.051139301,0.117739864,0.088978641,0.113107646,0.103733067,0.098868207,0.110026217,0.020883932,2.004291495,0.049334736,0.300212089,0.004248305,2.431081555,0.772075761,2.300811543,0.322247701,1.656129864,0.742106164,-2437.647823
-10.84696187,-0.911625473,-3.020485188,-2.11535605,-2.455857274,-2.174853046,-2.219247776,-2.297172463,-2.191127727,-3.905853576,0.687605568,-1.252539243,-5.427975235,0.899977982,-0.292685627,0.884595584,-1.132415897,-2.866677234,1.95E-05,0.401870463,0.048777546,0.120590346,0.085789619,0.11362485,0.108690838,0.10054273,0.111790608,0.02012377,1.988947428,0.053825625,0.285778215,0.00439198,2.459548956,0.746256707,2.422004696,0.322253783,1.745591412,0.72724505,-2439.212873
-10.89553015,-0.99287365,-3.015306571,-2.283455047,-2.447895122,-2.402164902,-2.434561826,-2.289343241,-2.43868203,-3.893450566,0.778934835,-1.211652631,-5.413065635,0.778426737,-0.333861945,0.74264787,-1.219107018,-3.058247339,1.85E-05,0.370510443,0.049030802,0.10193142,0.086475415,0.09052177,0.087636139,0.101332991,0.087275803,0.02037492,2.179149875,0.044862745,0.297704876,0.004457953,2.178042933,0.716152644,2.101492634,0.29549392,1.697081423,0.730123123,-2435.78516
-10.78623124,-0.920522287,-3.020777926,-2.086622507,-2.338133093,-2.490437579,-2.477337145,-2.163715291,-2.262594731,-3.700211232,0.784159403,-1.20321092,-5.416633554,0.955496389,-0.269698353,0.885758031,-1.159804629,-2.986512288,2.07E-05,0.398310954,0.048763269,0.124105595,0.096507641,0.082873695,0.083966519,0.11489745,0.104080074,0.024718305,2.190564785,0.048038936,0.300228652,0.004442076,2.599960854,0.7636098,2.424821785,0.313547433,1.708696458,0.718812675,-2436.34964
-10.95703473,-1.002989227,-3.009820292,-2.239880576,-2.550219697,-2.391343236,-2.347106964,-2.28551654,-2.420938399,-3.807277435,0.742232953,-1.077165298,-5.458778714,0.769872794,-0.371848289,0.73906605,-1.248237691,-3.075551397,1.74E-05,0.366781408,0.049300538,0.106471219,0.078064514,0.091506686,0.095645468,0.101721505,0.088838213,0.022208561,2.100620869,0.044127077,0.340559544,0.004258754,2.159491536,0.689458833,2.09397893,0.287010152,1.680796461,0.730256201,-2438.098009
-10.85907454,-1.084578939,-3.056556839,-2.19909231,-2.332987517,-2.457756067,-2.510249486,-2.394822142,-2.314499368,-3.673427831,0.748117406,-1.264358972,-5.412516103,0.785585224,-0.301448355,0.743552366,-1.184169412,-3.285458663,1.92E-05,0.338044093,0.047049415,0.110903779,0.097005508,0.085626877,0.081247966,0.091188896,0.098815642,0.02538929,2.113018314,0.036073426,0.282420277,0.004460403,2.193690366,0.739746029,2.103394286,0.306000234,1.761690428,0.764572872,-2438.100613
-10.85829365,-0.880261352,-2.998648213,-2.156065771,-2.385356307,-2.391393455,-2.310508603,-2.177826944,-2.311708737,-3.88792618,0.705776126,-1.231584034,-5.413826117,0.948164619,-0.366933546,0.850119985,-1.235299855,-2.933820955,1.92E-05,0.414674522,0.049854415,0.11577973,0.092056173,0.091502091,0.09921078,0.113287443,0.099091785,0.02048779,2.025418055,0.050506773,0.291829943,0.004454564,2.580968249,0.692855687,2.339927592,0.290747567,1.712386247,0.715343122,-2435.322967
-10.86173836,-0.87564502,-2.969456836,-2.157782582,-2.393472876,-2.369633082,-2.344584261,-2.187577086,-2.293791137,-3.836043026,0.703848445,-1.216034282,-5.419655916,0.942936131,-0.366836983,0.851763621,-1.229334837,-2.978404312,1.92E-05,0.416593222,0.051331184,0.115581129,0.091312017,0.093515032,0.095887058,0.112188242,0.100883274,0.021578819,2.021517456,0.048411085,0.296403291,0.00442867,2.567508906,0.692922594,2.343776742,0.292487065,1.735967118,0.716402493,-2434.139394
-10.84979919,-1.029149106,-3.093441912,-2.209345489,-2.477100574,-2.509284532,-2.451472593,-2.422507149,-2.240110907,-3.688524071,0.729982505,-1.151687487,-5.422179921,0.843428009,-0.272604803,0.819097739,-1.149157347,-3.063247282,1.94E-05,0.357310865,0.04534561,0.109772472,0.083986385,0.081326405,0.086166605,0.088698957,0.106446698,0.025008886,2.075044304,0.044648984,0.316102899,0.004417506,2.324321128,0.761393629,2.268452179,0.316903697,1.746830559,0.743106842,-2434.103601
-10.90316471,-1.034646855,-2.994151092,-2.254549498,-2.45200905,-2.421174623,-2.316328979,-2.269771413,-2.23125643,-3.813000758,0.695384346,-1.314628873,-5.391773234,0.821235762,-0.32292805,0.809986595,-1.205124722,-3.20039324,1.84E-05,0.35535185,0.050079122,0.1049208,0.086120392,0.088817229,0.098635013,0.103335799,0.107393413,0.022081817,2.00447934,0.039150927,0.26857398,0.004553891,2.273307369,0.724025946,2.247877853,0.299654624,1.778680401,0.76099734,-2436.143725
-10.66941297,-0.861801285,-3.08015058,-2.057890205,-2.349421745,-2.441798359,-2.540099741,-2.345480456,-2.373679603,-3.761295569,0.681691219,-1.319450684,-5.412512209,0.909520946,-0.308888267,0.797176088,-1.191812972,-2.990509727,2.32E-05,0.422400533,0.045952337,0.127723156,0.095424326,0.087004246,0.078858534,0.095801163,0.093137386,0.023253594,1.977218816,0.047856458,0.267282084,0.004460421,2.483132693,0.734262807,2.219265063,0.303670219,1.730529383,0.734003449,-2439.569756
-11.08670341,-0.85813342,-3.014733455,-2.305706628,-2.519353786,-2.396692106,-2.317433839,-2.323883199,-2.147469285,-3.864709069,0.677744762,-1.275240839,-5.489572446,0.885023167,-0.268688694,0.806900897,-1.137150075,-3.183713383,1.53E-05,0.423952686,0.04905891,0.099688333,0.080511618,0.091018535,0.098526095,0.09789271,0.116779319,0.020969022,1.969431184,0.039783238,0.279363678,0.004129609,2.423040524,0.764381175,2.240952273,0.320731782,1.668059773,0.742281112,-2440.940668
-10.80979349,-1.026463862,-3.085996172,-2.090386037,-2.340558225,-2.464991273,-2.536658259,-2.37830328,-2.208663391,-3.673001269,0.719827816,-1.215138437,-5.442820058,0.860369843,-0.256248323,0.832853476,-1.138909985,-3.084250145,2.02E-05,0.358271621,0.045684502,0.123639397,0.096273881,0.085009584,0.079130392,0.092707743,0.109847373,0.025400123,2.054079501,0.043761616,0.296668941,0.004327263,2.364034854,0.773949755,2.299872016,0.320167819,1.719155106,0.751200881,-2437.652723
-10.93057195,-0.980969077,-3.021730702,-2.004534265,-2.498223256,-2.480262505,-2.496418506,-2.19535749,-2.19982649,-3.786289024,0.7249707,-1.156646088,-5.4672937,0.920278261,-0.262237419,0.878074505,-1.156800427,-2.997837441,1.79E-05,0.37494757,0.048716831,0.134723026,0.082230972,0.083721245,0.082379513,0.111318759,0.110822385,0.022679609,2.064670605,0.047523666,0.314539351,0.004222644,2.509988724,0.769328348,2.406261997,0.314490809,1.651745656,0.731061689,-2438.009694
-10.78286401,-0.908457934,-3.010071863,-2.239006177,-2.406952772,-2.352265288,-2.30213372,-2.233651248,-2.431638521,-3.753727124,0.709537269,-1.244130914,-5.429725745,0.879861247,-0.32749518,0.797719438,-1.171073889,-3.06761952,2.08E-05,0.403145422,0.049288137,0.106564358,0.0900894,0.095153368,0.100045148,0.107136533,0.0878927,0.023430255,2.033050286,0.044462855,0.288191262,0.004384298,2.410565211,0.720726765,2.220471228,0.310033821,1.796698998,0.727546401,-2435.856546
-11.0094927,-0.995134837,-3.032971453,-2.116137949,-2.415425224,-2.495399689,-2.511397929,-2.415815722,-2.207788196,-3.87569791,0.692540061,-1.127696419,-5.429542524,0.855856927,-0.330944667,0.839313176,-1.213822966,-2.991675873,1.65E-05,0.369673595,0.048172284,0.120496093,0.089329346,0.082463485,0.081154711,0.08929447,0.109943553,0.020739858,1.99878613,0.047803349,0.323778248,0.004385101,2.353390201,0.71824491,2.314776586,0.297059458,1.689157215,0.735162623,-2436.899526
-10.81364993,-0.890609633,-2.934142049,-1.952191734,-2.334503561,-2.401619858,-2.434100502,-2.292116053,-2.243159897,-3.829691948,0.688193727,-1.220877873,-5.360899673,0.841742126,-0.373845005,0.763204492,-1.267685563,-3.101893344,2.01E-05,0.41040548,0.053176322,0.141962586,0.096858555,0.090571122,0.087676577,0.101052403,0.106122637,0.021716304,1.99011759,0.043029224,0.294971106,0.004696679,2.320405897,0.688083553,2.1451393,0.281482342,1.768663013,0.737620218,-2437.983094
-10.73802994,-0.931065785,-2.999457399,-2.350962159,-2.512541007,-2.091627195,-2.280259175,-2.359271314,-2.254169337,-3.862848004,0.698726476,-1.269260899,-5.464562129,0.867593478,-0.394195799,0.762167119,-1.238168116,-2.948696828,2.17E-05,0.394133425,0.04981409,0.095277446,0.081061998,0.123486036,0.102257701,0.094489051,0.104960694,0.021008083,2.011189777,0.049798139,0.281039261,0.004234195,2.381173606,0.674222031,2.142915144,0.289914822,1.694231825,0.726664217,-2442.778979
-10.6870759,-0.931110534,-2.972376238,-2.369940007,-2.490609916,-2.062886834,-2.284683936,-2.340518787,-2.259232793,-3.857738261,0.689068663,-1.289238742,-5.496981575,0.884417061,-0.394187511,0.764438955,-1.228124289,-2.898301017,2.28E-05,0.394115788,0.051181546,0.093486335,0.082859414,0.127086562,0.101806234,0.096277678,0.104430574,0.021115704,1.991859576,0.052237614,0.275480415,0.004099126,2.421572351,0.674227619,2.14778903,0.292841349,1.674264907,0.727693261,-2446.617418
-10.96783518,-0.98169745,-3.125221116,-1.986483527,-2.472380325,-2.717585519,-2.447158068,-2.260133451,-2.243056307,-3.690618451,0.668844837,-1.124547652,-5.427090669,0.874418737,-0.19035974,0.884360304,-1.103078894,-3.102621698,1.72E-05,0.374674567,0.04392722,0.137176957,0.084383759,0.066034,0.086539176,0.10433656,0.106133631,0.024956563,1.951981162,0.042999242,0.324799356,0.004395866,2.397481321,0.826661697,2.421434915,0.331847785,1.682260096,0.759753556,-2442.273245
-10.71567776,-0.835895564,-3.009177381,-2.340363007,-2.453950128,-2.159135953,-2.365619481,-2.289541173,-2.359214835,-3.884749128,0.675365304,-1.300397829,-5.435337984,0.98275883,-0.3649398,0.858813894,-1.207295612,-2.836693746,2.22E-05,0.433486093,0.049332244,0.096292677,0.085953388,0.11542481,0.093891119,0.101312936,0.094494388,0.020552984,1.964750575,0.055373224,0.272423394,0.004359761,2.671817172,0.694238443,2.360359395,0.299004812,1.722753752,0.713365695,-2441.37501
-10.9061914,-1.016378803,-3.085523052,-2.023554794,-2.46828049,-2.657977247,-2.416374607,-2.47042329,-2.263278452,-3.696527556,0.675573272,-1.088405564,-5.426158611,0.874954254,-0.154833073,0.888346557,-1.079676954,-3.038240877,1.83E-05,0.361903093,0.045706121,0.132184739,0.084730429,0.070089853,0.089244578,0.084549063,0.104008937,0.024809527,1.965159225,0.045727872,0.336752997,0.004399965,2.398765557,0.856558148,2.431106629,0.339705248,1.653815911,0.767439831,-2442.359388
-10.93159517,-0.949486458,-3.081949555,-2.032968954,-2.493858815,-2.604972776,-2.305271242,-2.421927783,-2.224307759,-3.687743894,0.76294329,-1.199858311,-5.43643556,0.968196797,-0.188980263,0.89177311,-1.101455062,-3.097049031,1.79E-05,0.386939682,0.045869744,0.13094617,0.082590649,0.073905149,0.099731746,0.088750361,0.108142253,0.025028405,2.144579059,0.043229144,0.301236891,0.004354979,2.633191996,0.827802845,2.439451235,0.332387088,1.652210326,0.738991962,-2439.22314
-11.07866811,-0.877095212,-2.99270075,-1.919546287,-2.345781763,-2.485340585,-2.436087737,-2.373448475,-2.463267204,-3.732026713,0.706813049,-1.192396344,-5.426721886,0.857626161,-0.274304864,0.80897333,-1.183942,-3.322278646,1.54E-05,0.41598952,0.050151806,0.146673495,0.095772302,0.08329718,0.087502516,0.093158916,0.085156273,0.023944258,2.027519347,0.034814759,0.303493118,0.004397488,2.357557583,0.760100313,2.245601312,0.30606983,1.681138237,0.749893215,-2440.359583
-11.08658085,-0.89586615,-2.902740511,-2.109343362,-2.255733332,-2.405303819,-2.462966688,-2.377387718,-2.398960374,-3.853660987,0.726908554,-1.289497093,-5.384514506,0.898576892,-0.326136136,0.828431646,-1.192647805,-3.335001113,1.53E-05,0.408253836,0.054872635,0.121317602,0.104796665,0.090238075,0.085181868,0.092792662,0.090812315,0.021201974,2.068675514,0.03438977,0.275409254,0.004587067,2.45610532,0.72170693,2.289724824,0.303416811,1.819656399,0.734085148,-2441.299452
-10.62610267,-1.008635843,-3.023257724,-2.186023898,-2.492131507,-2.468136481,-2.39883685,-2.258448128,-2.201043714,-3.877946547,0.773261124,-1.178100667,-5.375202857,0.846089577,-0.261640121,0.771523175,-1.134903427,-2.753914547,2.43E-05,0.364716171,0.048642496,0.112362627,0.082733432,0.084742631,0.090823533,0.104512549,0.110687572,0.020693274,2.166821016,0.059865952,0.307862918,0.004629979,2.330515709,0.769788004,2.163058463,0.321453164,1.753941859,0.726813883,-2441.643126
-11.0616126,-0.864814505,-2.966338511,-2.126668026,-2.355738161,-2.41793796,-2.414103264,-2.300274148,-2.292832251,-3.706087203,0.77043728,-1.27138076,-5.465299396,0.95082388,-0.306260795,0.892029989,-1.192496611,-3.285447955,1.57E-05,0.421129663,0.051491501,0.119233917,0.094823486,0.089105167,0.089447514,0.100231362,0.100980056,0.024573486,2.160710884,0.036073798,0.280444128,0.004231074,2.587840851,0.736194599,2.440077958,0.303462689,1.68828211,0.726445019,-2440.777161
-10.71445446,-1.010666798,-2.953345256,-2.206171033,-2.622399367,-2.331180004,-2.376899133,-2.140948357,-2.24151908,-3.888910804,0.718407952,-1.277327922,-5.425102065,0.711431649,-0.358117754,0.636051142,-1.241577388,-3.066438228,2.22E-05,0.3639762,0.052164909,0.110121494,0.072628391,0.097181005,0.09283801,0.117543317,0.106296908,0.020467627,2.051165057,0.04451307,0.278781231,0.004404617,2.036905307,0.698990761,1.889006712,0.288928106,1.721987543,0.751404831,-2446.681148
-10.92469877,-1.026781143,-3.087066531,-2.194126417,-2.326920921,-2.299916605,-2.496022983,-2.242011784,-2.321027456,-3.797565332,0.729724516,-1.243059914,-5.476330212,0.767678303,-0.400386235,0.779765197,-1.239918129,-3.09537679,1.80E-05,0.358157966,0.045635629,0.111455885,0.09759579,0.100267205,0.082412102,0.106244548,0.098172666,0.022425304,2.074509036,0.043298361,0.28850008,0.004184658,2.154757748,0.670061195,2.180960108,0.289407911,1.740092874,0.732268509,-2439.917098
-10.87595971,-1.003359514,-3.031311977,-2.193329782,-2.580549362,-2.424790212,-2.414746936,-2.278930142,-2.315136318,-3.633971766,0.76786255,-1.265706662,-5.460341547,0.893012904,-0.318910649,0.818477623,-1.17697003,-3.190608898,1.89E-05,0.366645619,0.048252291,0.11154471,0.075732388,0.088496683,0.089389957,0.102393695,0.098752721,0.026411077,2.155154791,0.03952066,0.282039919,0.004252103,2.442477526,0.726940499,2.267045912,0.308211196,1.7660719,0.734672884,-2438.798215
-10.99461402,-1.119176026,-3.100280883,-2.163342235,-2.279833468,-2.41244598,-2.484298136,-2.355679254,-2.35306407,-3.722178229,0.699320858,-1.197987183,-5.458919473,0.807206491,-0.353381245,0.783668437,-1.246566352,-3.227364584,1.68E-05,0.326548751,0.045036551,0.114940321,0.102301242,0.089595877,0.083384058,0.094829072,0.095077392,0.024181238,2.012385547,0.038148832,0.301801071,0.004258154,2.241637199,0.70230939,2.189489555,0.287490244,1.659147249,0.769414509,-2440.803135
-10.66581258,-0.882519881,-2.938424415,-2.157450175,-2.496976257,-2.450984874,-2.33068584,-2.12306402,-2.279244719,-3.893574975,0.632974305,-1.161865797,-5.45231474,0.906045932,-0.219393479,0.888868153,-1.090917441,-2.665263567,2.33E-05,0.413739024,0.052949089,0.115619555,0.082333578,0.08620864,0.097229041,0.119664412,0.102361489,0.020372385,1.883203479,0.065054457,0.312901825,0.004286371,2.474518749,0.80300569,2.432375017,0.335908176,1.691469665,0.734652528,-2441.444044
